timestamp_s,uam_id,bs_id,distance_m,received_power_dbm_full_carrier,rsrp_dbm_per_re,is_serving
1417.0,UAM01,BS14,9463.526376134107,-83.45256601854443,-108.22377856574106,False
1417.0,UAM01,BS15,6072.708754411914,-79.21381405200842,-103.98502659920504,False
1417.0,UAM01,BS16,2415.5903327227875,-70.40591231003664,-95.17712485723327,True
1417.0,UAM01,BS17,7757.694444953649,-81.55351882432278,-106.3247313715194,False
1417.0,UAM01,BS18,8245.125587958248,-82.13574013913892,-106.90695268633554,False
1418.0,UAM01,BS01,60675.14495149472,-101.20563818225976,-125.97685072945639,False
1418.0,UAM01,BS02,57890.74191752694,-100.75680062648547,-125.5280131736821,False
1418.0,UAM01,BS03,57767.922559745406,-100.73650858226699,-125.50772112946362,False
1418.0,UAM01,BS04,53263.25485999098,-99.96080953469551,-124.73202208189214,False
1418.0,UAM01,BS05,43864.9422371406,-98.10598644634455,-122.87719899354117,False
1418.0,UAM01,BS06,38927.29659117269,-96.96499345558195,-121.73620600277857,False
1418.0,UAM01,BS07,35217.527599708694,-96.0080950865248,-120.77930763372143,False
1418.0,UAM01,BS08,34853.334041135764,-95.90877531751514,-120.67998786471176,False
1418.0,UAM01,BS09,31208.369934267597,-94.85336396387828,-119.6245765110749,False
1418.0,UAM01,BS10,22019.222799568575,-91.52104377546668,-116.2922563226633,False
1418.0,UAM01,BS11,19755.41589481982,-90.48449597994536,-115.25570852714199,False
1418.0,UAM01,BS12,18699.84829691819,-89.95983791984268,-114.73105046703931,False
1418.0,UAM01,BS13,9791.713404449638,-83.77829134456645,-108.54950389176308,False
1418.0,UAM01,BS14,9513.354716581078,-83.502741271724,-108.27395381892063,False
1418.0,UAM01,BS15,6122.51764516656,-79.29186108640627,-104.0630736336029,False
1418.0,UAM01,BS16,2385.1111007410377,-70.28458958805167,-95.0558021352483,True
1418.0,UAM01,BS17,7709.784806280959,-81.49432972518025,-106.26554227237688,False
1418.0,UAM01,BS18,8203.383476002518,-82.08724638568171,-106.85845893287834,False
1419.0,UAM01,BS01,60722.02141181335,-101.21301694031028,-125.98422948750691,False
1419.0,UAM01,BS02,57937.93784643022,-100.76458682449233,-125.53579937168895,False
1419.0,UAM01,BS03,57815.56548656902,-100.74438519783452,-125.51559774503114,False
1419.0,UAM01,BS04,53312.70364612938,-99.96967565064834,-124.74088819784497,False
1419.0,UAM01,BS05,43914.666950119965,-98.11681114154113,-122.88802368873776,False
1419.0,UAM01,BS06,38977.27574437558,-96.97725267993845,-121.74846522713507,False
1419.0,UAM01,BS07,35267.31165864533,-96.02159191250688,-120.7928044597035,False
1419.0,UAM01,BS08,34903.25320561139,-95.92245005961615,-120.69366260681278,False
1419.0,UAM01,BS09,31258.339396271633,-94.86864993819701,-119.63986248539364,False
1419.0,UAM01,BS10,22068.724981113024,-91.54249942295658,-116.31371197015321,False
1419.0,UAM01,BS11,19805.221538435748,-90.50855359066516,-115.27976613786178,False
1419.0,UAM01,BS12,18749.71599434918,-89.98528334964449,-114.75649589684112,False
1419.0,UAM01,BS13,9841.678987004187,-83.82692238198223,-108.59813492917885,False
1419.0,UAM01,BS14,9563.184848951047,-83.55265619624815,-108.32386874344478,False
1419.0,UAM01,BS15,6172.32962623043,-79.36928052899242,-104.14049307618905,False
1419.0,UAM01,BS16,2355.2989768206435,-70.16441304184626,-94.93562558904289,True
1419.0,UAM01,BS17,7661.901879889579,-81.43480497884784,-106.20601752604446,False
1419.0,UAM01,BS18,8161.734187505591,-82.03861390981871,-106.80982645701533,False
1420.0,UAM01,BS01,60768.90285161106,-101.22039078717695,-125.99160333437358,False
1420.0,UAM01,BS02,57985.13847557762,-100.77236745696715,-125.54358000416377,False
1420.0,UAM01,BS03,57863.21239090308,-100.75225598212187,-125.52346852931849,False
1420.0,UAM01,BS04,53362.153459541725,-99.97853373081412,-124.74974627801075,False
1420.0,UAM01,BS05,43964.39228753465,-98.12762372253881,-122.89883626973544,False
1420.0,UAM01,BS06,39027.25495098335,-96.98949620787614,-121.76070875507277,False
1420.0,UAM01,BS07,35317.09632769656,-96.03506986458153,-120.80628241177816,False
1420.0,UAM01,BS08,34953.172601168124,-95.9361053210282,-120.70731786822482,False
1420.0,UAM01,BS09,31308.308955785476,-94.88391152567874,-119.65512407287537,False
1420.0,UAM01,BS10,22118.22940216878,-91.56390796473863,-116.33512051193526,False
1420.0,UAM01,BS11,19855.02815902659,-90.53255124799045,-115.30376379518708,False
1420.0,UAM01,BS12,18799.58439460173,-90.01066155048002,-114.78187409767665,False
1420.0,UAM01,BS13,9891.644917383599,-83.87530748275908,-108.64652002995571,False
1420.0,UAM01,BS14,9613.016745378021,-83.60231346100814,-108.37352600820476,False
1420.0,UAM01,BS15,6222.144623384118,-79.44608231623533,-104.21729486343196,False
1420.0,UAM01,BS16,2326.1796099069015,-70.04555146804479,-94.81676401524142,True
1420.0,UAM01,BS17,7614.046169741173,-81.37494121747554,-106.14615376467216,False
1420.0,UAM01,BS18,8120.179150772719,-81.98984352723588,-106.7610560744325,False
1421.0,UAM01,BS01,60815.942454684286,-101.22778379577596,-125.99899634297259,False
1421.0,UAM01,BS02,58032.48842125531,-100.78016634201586,-125.55137888921249,False
1421.0,UAM01,BS03,57910.99499184912,-100.76014267596366,-125.53135522316029,False
1421.0,UAM01,BS04,53411.661356024226,-99.98739399626929,-124.75860654346592,False
1421.0,UAM01,BS05,44014.15450328932,-98.1384320864788,-122.90964463367543,False
1421.0,UAM01,BS06,39077.20720150925,-97.00171747566763,-121.77293002286426,False
1421.0,UAM01,BS07,35366.9120421123,-96.04853721786844,-120.81974976506507,False
1421.0,UAM01,BS08,35003.10535937336,-95.94974474167013,-120.72095728886676,False
1421.0,UAM01,BS09,31358.248859486586,-94.8991397385864,-119.67035228578303,False
1421.0,UAM01,BS10,22167.789146461047,-91.5852924887732,-116.35650503596983,False
1421.0,UAM01,BS11,19904.863420524754,-90.55650253005058,-115.3277150772472,False
1421.0,UAM01,BS12,18849.4736087158,-90.03598307154813,-114.80719561874476,False
1421.0,UAM01,BS13,9941.60850726532,-83.92344653993085,-108.69465908712748,False
1421.0,UAM01,BS14,9662.87307135253,-83.65173813260073,-108.42295067979735,False
1421.0,UAM01,BS15,6271.983558028842,-79.52230813261936,-104.29352067981598,False
1421.0,UAM01,BS16,2297.3954074678763,-69.92658655526506,-94.69779910246169,True
1421.0,UAM01,BS17,7566.092543585905,-81.31457636473048,-106.08578891192711,False
1421.0,UAM01,BS18,8078.463700669609,-81.94063320015793,-106.71184574735456,False
1422.0,UAM01,BS01,60863.74975663834,-101.23529160350846,-126.00650415070508,False
1422.0,UAM01,BS02,58080.56308700886,-100.78807808639799,-125.55929063359461,False
1422.0,UAM01,BS03,57959.43736735514,-100.76813162806712,-125.53934417526375,False
1422.0,UAM01,BS04,53461.45430287662,-99.99629699636834,-124.76750954356497,False
1422.0,UAM01,BS05,44064.097764558086,-98.14926749385702,-122.92048004105365,False
1422.0,UAM01,BS06,39127.02512264217,-97.01389032902077,-121.7851028762174,False
1422.0,UAM01,BS07,35416.879774054054,-96.06202662533516,-120.83323917253179,False
1422.0,UAM01,BS08,35053.10367285221,-95.96338258773602,-120.73459513493265,False
1422.0,UAM01,BS09,31408.040891969395,-94.91429873589468,-119.6855112830913,False
1422.0,UAM01,BS10,22217.614932503606,-91.60674366698889,-116.37795621418552,False
1422.0,UAM01,BS11,19954.83708370551,-90.58046018852022,-115.35167273571685,False
1422.0,UAM01,BS12,18899.463411074164,-90.06128851397148,-114.8325010611681,False
1422.0,UAM01,BS13,9991.559154960829,-83.97133189379198,-108.74254444098861,False
1422.0,UAM01,BS14,9712.843401179858,-83.70102059462309,-108.47223314181971,False
1422.0,UAM01,BS15,6321.928847554207,-79.59809136605205,-104.36930391324867,False
1422.0,UAM01,BS16,2267.409593578612,-69.80105964312989,-94.57227219032652,True
1422.0,UAM01,BS17,7517.535282036382,-81.25306053784104,-106.02427308503766,False
1422.0,UAM01,BS18,8035.559477046033,-81.88975472608611,-106.66096727328274,False
1423.0,UAM01,BS01,60911.560579465746,-101.24279406859523,-126.01400661579186,False
1423.0,UAM01,BS02,58128.641001187265,-100.79598381868576,-125.56719636588238,False
1423.0,UAM01,BS03,58007.8823862306,-100.7761143411991,-125.54732688839573,False
1423.0,UAM01,BS04,53511.24763586183,-100.00519177719113,-124.77640432438776,False
1423.0,UAM01,BS05,44114.04115437227,-98.16009065492987,-122.9313032021265,False
1423.0,UAM01,BS06,39176.84350769041,-97.02604780646018,-121.79726035365681,False
1423.0,UAM01,BS07,35466.84759694745,-96.07549703924829,-120.84670958644492,False
1423.0,UAM01,BS08,35103.10199113556,-95.97700099650035,-120.74821354369698,False
1423.0,UAM01,BS09,31457.83358417674,-94.92943392062479,-119.70064646782141,False
1423.0,UAM01,BS10,22267.441499554057,-91.62814712720487,-116.3993596744015,False
1423.0,UAM01,BS11,20004.810878504122,-90.60435798674082,-115.37557053393745,False
1423.0,UAM01,BS12,18949.453267242105,-90.0865271379912,-114.85773968518782,False
1423.0,UAM01,BS13,10041.51029389678,-84.01897891846731,-108.79019146566394,False
1423.0,UAM01,BS14,9762.814034827166,-83.75005045656229,-108.52126300375892,False
1423.0,UAM01,BS15,6371.87499523439,-79.6732795236556,-104.44449207085222,False
1423.0,UAM01,BS16,2238.139153817319,-69.67691595251988,-94.4481284997165,True
1423.0,UAM01,BS17,7468.997058187677,-81.1911704311526,-105.96238297834923,False
1423.0,UAM01,BS18,7992.737732169824,-81.83870246355232,-106.60991501074895,False
1424.0,UAM01,BS01,60959.37491488203,-101.25029119768816,-126.02150374488478,False
1424.0,UAM01,BS02,58176.72215573678,-100.80388354705593,-125.57509609425256,False
1424.0,UAM01,BS03,58056.33004185808,-100.78409082432347,-125.5553033715201,False
1424.0,UAM01,BS04,53561.04135390276,-100.01407835377066,-124.78529090096728,False
1424.0,UAM01,BS05,44163.98467229559,-98.17090159728485,-122.94211414448148,False
1424.0,UAM01,BS06,39226.66235488624,-97.03818994649149,-121.80940249368811,False
1424.0,UAM01,BS07,35516.81551040842,-96.08894851295086,-120.86016106014749,False
1424.0,UAM01,BS08,35153.100314202704,-95.99060002328646,-120.76181257048309,False
1424.0,UAM01,BS09,31507.626932980653,-94.94454536683446,-119.71575791403109,False
1424.0,UAM01,BS10,22317.26884238108,-91.64950307974482,-116.42071562694144,False
1424.0,UAM01,BS11,20054.78480393647,-90.62819622278629,-115.39940876998291,False
1424.0,UAM01,BS12,18999.443176794684,-90.11169929540056,-114.88291184259718,False
1424.0,UAM01,BS13,10091.461916778278,-84.06638996997687,-108.8376025171735,False
1424.0,UAM01,BS14,9812.784967652737,-83.79883029164277,-108.5700428388394,False
1424.0,UAM01,BS15,6421.821981046124,-79.74788185831603,-104.51909440551266,False
1424.0,UAM01,BS16,2209.6125177614094,-69.55435476148052,-94.32556730867715,True
1424.0,UAM01,BS17,7420.478245623509,-81.12890180344198,-105.9001143506386,False
1424.0,UAM01,BS18,7949.999798827607,-81.78747667538947,-106.5586892225861,False
1425.0,UAM01,BS01,61007.18891503258,-101.25778239610133,-126.02899494329796,False
1425.0,UAM01,BS02,58224.80293271316,-100.81177668729718,-125.58298923449381,False
1425.0,UAM01,BS03,58104.77706250804,-100.79206054948368,-125.5632730966803,False
1425.0,UAM01,BS04,53610.83418268412,-100.02295651418295,-124.79416906137958,False
1425.0,UAM01,BS05,44213.92759861105,-98.1817001929821,-122.95291274017873,False
1425.0,UAM01,BS06,39276.482621645104,-97.05031702080763,-121.82152956800425,False
1425.0,UAM01,BS07,35566.78294983969,-96.10238094799388,-120.8735934951905,False
1425.0,UAM01,BS08,35203.098536909,-96.00417969465008,-120.7753922418467,False
