timestamp_s,uam_id,corridor_id,s_m,level_id,lane_id,x_m,y_m,z_m,speed_mps,active
293.0,UAM01,sf_sj_real,14650.0,L300,lane_0,552460.3654689898,4167774.5911889896,300.0,50.0,True
294.0,UAM01,sf_sj_real,14700.0,L300,lane_0,552428.876091488,4167735.7533640824,300.0,50.0,True
295.0,UAM01,sf_sj_real,14750.0,L300,lane_0,552397.3255790349,4167696.964639381,300.0,50.0,True
296.0,UAM01,sf_sj_real,14800.0,L300,lane_0,552367.6099749125,4167656.7550863293,300.0,50.0,True
297.0,UAM01,sf_sj_real,14850.0,L300,lane_0,552337.9538968492,4167616.4994403413,300.0,50.0,True
298.0,UAM01,sf_sj_real,14900.0,L300,lane_0,552308.4478166985,4167576.1346672936,300.0,50.0,True
299.0,UAM01,sf_sj_real,14950.0,L300,lane_0,552279.8211835127,4167535.1494398126,300.0,50.0,True
300.0,UAM01,sf_sj_real,15000.0,L300,lane_0,552252.2186402429,4167493.460747801,300.0,50.0,True
301.0,UAM01,sf_sj_real,15050.0,L300,lane_0,552225.4746889559,4167451.2143151755,300.0,50.0,True
302.0,UAM01,sf_sj_real,15100.0,L300,lane_0,552198.7307376688,4167408.967882551,300.0,50.0,True
303.0,UAM01,sf_sj_real,15150.0,L300,lane_0,552171.9867863818,4167366.7214499256,300.0,50.0,True
304.0,UAM01,sf_sj_real,15200.0,L300,lane_0,552145.2428350947,4167324.4750173003,300.0,50.0,True
305.0,UAM01,sf_sj_real,15250.0,L300,lane_0,552118.4988838077,4167282.228584675,300.0,50.0,True
306.0,UAM01,sf_sj_real,15300.0,L300,lane_0,552091.1985845256,4167240.346952996,300.0,50.0,True
307.0,UAM01,sf_sj_real,15350.0,L300,lane_0,552063.1156986391,4167198.9784683697,300.0,50.0,True
308.0,UAM01,sf_sj_real,15400.0,L300,lane_0,552035.0328127526,4167157.609983743,300.0,50.0,True
309.0,UAM01,sf_sj_real,15450.0,L300,lane_0,552010.6217420297,4167113.986513319,300.0,50.0,True
310.0,UAM01,sf_sj_real,15500.0,L300,lane_0,551986.4267131953,4167070.2303642686,300.0,50.0,True
311.0,UAM01,sf_sj_real,15550.0,L300,lane_0,551962.2316843609,4167026.4742152183,300.0,50.0,True
312.0,UAM01,sf_sj_real,15600.0,L300,lane_0,551938.4926162263,4166982.4772003675,300.0,50.0,True
313.0,UAM01,sf_sj_real,15650.0,L300,lane_0,551916.6671926205,4166937.518695389,300.0,50.0,True
314.0,UAM01,sf_sj_real,15700.0,L300,lane_0,551897.7436488447,4166891.2380353785,300.0,50.0,True
315.0,UAM01,sf_sj_real,15750.0,L300,lane_0,551878.820105069,4166844.9573753686,300.0,50.0,True
316.0,UAM01,sf_sj_real,15800.0,L300,lane_0,551860.2120780257,4166798.5618027365,300.0,50.0,True
317.0,UAM01,sf_sj_real,15850.0,L300,lane_0,551844.94001919,4166750.951255387,300.0,50.0,True
318.0,UAM01,sf_sj_real,15900.0,L300,lane_0,551830.4941896754,4166703.1138577703,300.0,50.0,True
319.0,UAM01,sf_sj_real,15950.0,L300,lane_0,551819.3138128202,4166654.379894527,300.0,50.0,True
320.0,UAM01,sf_sj_real,16000.0,L300,lane_0,551808.133435965,4166605.6459312844,300.0,50.0,True
321.0,UAM01,sf_sj_real,16050.0,L300,lane_0,551796.9530591099,4166556.911968041,300.0,50.0,True
322.0,UAM01,sf_sj_real,16100.0,L300,lane_0,551785.7726822547,4166508.178004798,300.0,50.0,True
323.0,UAM01,sf_sj_real,16150.0,L300,lane_0,551783.2788663224,4166458.2410419616,300.0,50.0,True
324.0,UAM01,sf_sj_real,16200.0,L300,lane_0,551780.7941572762,4166408.3028179146,300.0,50.0,True
325.0,UAM01,sf_sj_real,16250.0,L300,lane_0,551778.30944823,4166358.3645938677,300.0,50.0,True
326.0,UAM01,sf_sj_real,16300.0,L300,lane_0,551775.8247391836,4166308.426369821,300.0,50.0,True
327.0,UAM01,sf_sj_real,16350.0,L300,lane_0,551774.8559241581,4166258.4511065213,300.0,50.0,True
328.0,UAM01,sf_sj_real,16400.0,L300,lane_0,551774.8987497978,4166208.451124862,300.0,50.0,True
329.0,UAM01,sf_sj_real,16450.0,L300,lane_0,551774.9415754376,4166158.451143202,300.0,50.0,True
330.0,UAM01,sf_sj_real,16500.0,L300,lane_0,551775.1042118276,4166108.452802845,300.0,50.0,True
331.0,UAM01,sf_sj_real,16550.0,L300,lane_0,551776.4310570528,4166058.470411128,300.0,50.0,True
332.0,UAM01,sf_sj_real,16600.0,L300,lane_0,551777.6929848447,4166008.486482253,300.0,50.0,True
333.0,UAM01,sf_sj_real,16650.0,L300,lane_0,551778.7333324257,4165958.4973066556,300.0,50.0,True
334.0,UAM01,sf_sj_real,16700.0,L300,lane_0,551780.4466832291,4165908.5270352396,300.0,50.0,True
335.0,UAM01,sf_sj_real,16750.0,L300,lane_0,551780.893511457,4165858.539529855,300.0,50.0,True
336.0,UAM01,sf_sj_real,16800.0,L300,lane_0,551780.6721006072,4165808.540695543,300.0,50.0,True
337.0,UAM01,sf_sj_real,16850.0,L300,lane_0,551780.9848674764,4165758.5416737837,300.0,50.0,True
338.0,UAM01,sf_sj_real,16900.0,L300,lane_0,551782.033857357,4165708.561472455,300.0,50.0,True
339.0,UAM01,sf_sj_real,16950.0,L300,lane_0,551784.276128698,4165658.611775567,300.0,50.0,True
340.0,UAM01,sf_sj_real,17000.0,L300,lane_0,551786.518400039,4165608.6620786786,300.0,50.0,True
341.0,UAM01,sf_sj_real,17050.0,L300,lane_0,551788.536334627,4165558.703462306,300.0,50.0,True
342.0,UAM01,sf_sj_real,17100.0,L300,lane_0,551790.2668076514,4165508.7334166477,300.0,50.0,True
343.0,UAM01,sf_sj_real,17150.0,L300,lane_0,551791.9972806759,4165458.763370989,300.0,50.0,True
344.0,UAM01,sf_sj_real,17200.0,L300,lane_0,551793.5860168007,4165408.7904283544,300.0,50.0,True
345.0,UAM01,sf_sj_real,17250.0,L300,lane_0,551794.9959324452,4165358.826873853,300.0,50.0,True
346.0,UAM01,sf_sj_real,17300.0,L300,lane_0,551797.9131094159,4165308.91204561,300.0,50.0,True
347.0,UAM01,sf_sj_real,17350.0,L300,lane_0,551806.7475171668,4165259.7108020987,300.0,50.0,True
348.0,UAM01,sf_sj_real,17400.0,L300,lane_0,551815.8400467001,4165210.547085103,300.0,50.0,True
349.0,UAM01,sf_sj_real,17450.0,L300,lane_0,551831.4092671903,4165163.1612692093,300.0,50.0,True
350.0,UAM01,sf_sj_real,17500.0,L300,lane_0,551851.4520538629,4165117.3542096834,300.0,50.0,True
351.0,UAM01,sf_sj_real,17550.0,L300,lane_0,551871.4948405353,4165071.547150158,300.0,50.0,True
352.0,UAM01,sf_sj_real,17600.0,L300,lane_0,551892.3674806171,4165026.1142942673,300.0,50.0,True
353.0,UAM01,sf_sj_real,17650.0,L300,lane_0,551913.428888123,4164980.7665587794,300.0,50.0,True
354.0,UAM01,sf_sj_real,17700.0,L300,lane_0,551932.156327294,4164940.5937281675,300.0,50.0,True
355.0,UAM01,sf_sj_real,17750.0,L300,lane_0,551953.2458461493,4164895.2590626297,300.0,50.0,True
356.0,UAM01,sf_sj_real,17800.0,L300,lane_0,551974.3227367623,4164849.918521366,300.0,50.0,True
357.0,UAM01,sf_sj_real,17850.0,L300,lane_0,551995.3996273754,4164804.5779801025,300.0,50.0,True
358.0,UAM01,sf_sj_real,17900.0,L300,lane_0,552016.4765179885,4164759.2374388385,300.0,50.0,True
359.0,UAM01,sf_sj_real,17950.0,L300,lane_0,552037.5534086014,4164713.896897575,300.0,50.0,True
360.0,UAM01,sf_sj_real,18000.0,L300,lane_0,552058.9646002332,4164668.713817955,300.0,50.0,True
361.0,UAM01,sf_sj_real,18050.0,L300,lane_0,552080.4986630218,4164623.588612805,300.0,50.0,True
362.0,UAM01,sf_sj_real,18100.0,L300,lane_0,552102.0327258104,4164578.4634076552,300.0,50.0,True
363.0,UAM01,sf_sj_real,18150.0,L300,lane_0,552124.1256129417,4164533.6130875503,300.0,50.0,True
364.0,UAM01,sf_sj_real,18200.0,L300,lane_0,552146.7272959833,4164489.013043563,300.0,50.0,True
365.0,UAM01,sf_sj_real,18250.0,L300,lane_0,552169.328979025,4164444.4129995755,300.0,50.0,True
366.0,UAM01,sf_sj_real,18300.0,L300,lane_0,552192.3873771969,4164400.0560639817,300.0,50.0,True
367.0,UAM01,sf_sj_real,18350.0,L300,lane_0,552216.7638278877,4164356.400724655,300.0,50.0,True
368.0,UAM01,sf_sj_real,18400.0,L300,lane_0,552241.1402785786,4164312.7453853283,300.0,50.0,True
369.0,UAM01,sf_sj_real,18450.0,L300,lane_0,552266.8651662178,4164269.8800601065,300.0,50.0,True
370.0,UAM01,sf_sj_real,18500.0,L300,lane_0,552292.6321292028,4164227.030747177,300.0,50.0,True
371.0,UAM01,sf_sj_real,18550.0,L300,lane_0,552318.3990921879,4164184.1814342476,300.0,50.0,True
372.0,UAM01,sf_sj_real,18600.0,L300,lane_0,552342.9803558232,4164140.710917515,300.0,50.0,True
373.0,UAM01,sf_sj_real,18650.0,L300,lane_0,552363.5410870691,4164095.133989902,300.0,50.0,True
374.0,UAM01,sf_sj_real,18700.0,L300,lane_0,552384.1018183149,4164049.557062289,300.0,50.0,True
375.0,UAM01,sf_sj_real,18750.0,L300,lane_0,552403.1171713859,4164003.324078252,300.0,50.0,True
376.0,UAM01,sf_sj_real,18800.0,L300,lane_0,552421.6239777181,4163956.875201846,300.0,50.0,True
377.0,UAM01,sf_sj_real,18850.0,L300,lane_0,552445.228908311,4163912.872861194,300.0,50.0,True
378.0,UAM01,sf_sj_real,18900.0,L300,lane_0,552469.8863051042,4163869.375587907,300.0,50.0,True
379.0,UAM01,sf_sj_real,18950.0,L300,lane_0,552494.5437018975,4163825.8783146203,300.0,50.0,True
380.0,UAM01,sf_sj_real,19000.0,L300,lane_0,552519.2010986907,4163782.3810413335,300.0,50.0,True
381.0,UAM01,sf_sj_real,19050.0,L300,lane_0,552545.2545997412,4163739.705835275,300.0,50.0,True
382.0,UAM01,sf_sj_real,19100.0,L300,lane_0,552571.3042564782,4163697.0278300922,300.0,50.0,True
383.0,UAM01,sf_sj_real,19150.0,L300,lane_0,552597.2629473376,4163654.2943962393,300.0,50.0,True
384.0,UAM01,sf_sj_real,19200.0,L300,lane_0,552623.2216381971,4163611.5609623864,300.0,50.0,True
385.0,UAM01,sf_sj_real,19250.0,L300,lane_0,552649.1803290565,4163568.8275285335,300.0,50.0,True
386.0,UAM01,sf_sj_real,19300.0,L300,lane_0,552674.5528192358,4163525.745951086,300.0,50.0,True
387.0,UAM01,sf_sj_real,19350.0,L300,lane_0,552699.6548972236,4163482.5037762946,300.0,50.0,True
388.0,UAM01,sf_sj_real,19400.0,L300,lane_0,552726.2880072024,4163440.188628476,300.0,50.0,True
389.0,UAM01,sf_sj_real,19450.0,L300,lane_0,552752.9716433858,4163397.904073849,300.0,50.0,True
390.0,UAM01,sf_sj_real,19500.0,L300,lane_0,552779.0942817342,4163355.271078778,300.0,50.0,True
391.0,UAM01,sf_sj_real,19550.0,L300,lane_0,552805.1712598634,4163312.609723764,300.0,50.0,True
392.0,UAM01,sf_sj_real,19600.0,L300,lane_0,552831.6326298114,4163270.1862045703,300.0,50.0,True
393.0,UAM01,sf_sj_real,19650.0,L300,lane_0,552858.1709818171,4163227.8103166996,300.0,50.0,True
394.0,UAM01,sf_sj_real,19700.0,L300,lane_0,552884.7093338226,4163185.434428829,300.0,50.0,True
395.0,UAM01,sf_sj_real,19750.0,L300,lane_0,552910.2679150455,4163142.463383888,300.0,50.0,True
396.0,UAM01,sf_sj_real,19800.0,L300,lane_0,552935.6414345568,4163099.3799240966,300.0,50.0,True
397.0,UAM01,sf_sj_real,19850.0,L300,lane_0,552961.0149540681,4163056.296464305,300.0,50.0,True
398.0,UAM01,sf_sj_real,19900.0,L300,lane_0,552987.5176279093,4163013.9206544654,300.0,50.0,True
399.0,UAM01,sf_sj_real,19950.0,L300,lane_0,553015.2278347545,4162972.3016151134,300.0,50.0,True
400.0,UAM01,sf_sj_real,20000.0,L300,lane_0,553043.2816193217,4162930.926931581,300.0,50.0,True
401.0,UAM01,sf_sj_real,20050.0,L300,lane_0,553073.5016346569,4162891.0928924545,300.0,50.0,True
402.0,UAM01,sf_sj_real,20100.0,L300,lane_0,553104.8020835955,4162852.1066661677,300.0,50.0,True
403.0,UAM01,sf_sj_real,20150.0,L300,lane_0,553136.3064932337,4162813.2804871984,300.0,50.0,True
404.0,UAM01,sf_sj_real,20200.0,L300,lane_0,553167.8109028718,4162774.454308229,300.0,50.0,True
405.0,UAM01,sf_sj_real,20250.0,L300,lane_0,553199.3062990853,4162735.620888287,300.0,50.0,True
406.0,UAM01,sf_sj_real,20300.0,L300,lane_0,553230.4299640157,4162696.488836446,300.0,50.0,True
407.0,UAM01,sf_sj_real,20350.0,L300,lane_0,553261.5536289462,4162657.356784605,300.0,50.0,True
408.0,UAM01,sf_sj_real,20400.0,L300,lane_0,553293.9384212876,4162619.2641587127,300.0,50.0,True
409.0,UAM01,sf_sj_real,20450.0,L300,lane_0,553326.4068265643,4162581.2404469163,300.0,50.0,True
410.0,UAM01,sf_sj_real,20500.0,L300,lane_0,553358.802945224,4162543.155681081,300.0,50.0,True
411.0,UAM01,sf_sj_real,20550.0,L300,lane_0,553390.85908911,4162504.7837689687,300.0,50.0,True
412.0,UAM01,sf_sj_real,20600.0,L300,lane_0,553422.9152329961,4162466.4118568567,300.0,50.0,True
413.0,UAM01,sf_sj_real,20650.0,L300,lane_0,553454.6348461339,4162427.7617168454,300.0,50.0,True
414.0,UAM01,sf_sj_real,20700.0,L300,lane_0,553486.2965312249,4162389.063684632,300.0,50.0,True
415.0,UAM01,sf_sj_real,20750.0,L300,lane_0,553517.9582163158,4162350.365652418,300.0,50.0,True
416.0,UAM01,sf_sj_real,20800.0,L300,lane_0,553549.650163342,4162311.692454288,300.0,50.0,True
417.0,UAM01,sf_sj_real,20850.0,L300,lane_0,553581.4258369317,4162273.0879653273,300.0,50.0,True
418.0,UAM01,sf_sj_real,20900.0,L300,lane_0,553613.2015105215,4162234.4834763664,300.0,50.0,True
419.0,UAM01,sf_sj_real,20950.0,L300,lane_0,553644.9771841113,4162195.878987406,300.0,50.0,True
420.0,UAM01,sf_sj_real,21000.0,L300,lane_0,553676.752857701,4162157.274498445,300.0,50.0,True
421.0,UAM01,sf_sj_real,21050.0,L300,lane_0,553708.5285312907,4162118.6700094845,300.0,50.0,True
422.0,UAM01,sf_sj_real,21100.0,L300,lane_0,553740.0678691781,4162079.8725015405,300.0,50.0,True
423.0,UAM01,sf_sj_real,21150.0,L300,lane_0,553771.5474499066,4162041.0261890106,300.0,50.0,True
424.0,UAM01,sf_sj_real,21200.0,L300,lane_0,553803.0270306349,4162002.1798764807,300.0,50.0,True
425.0,UAM01,sf_sj_real,21250.0,L300,lane_0,553834.5066113634,4161963.333563951,300.0,50.0,True
426.0,UAM01,sf_sj_real,21300.0,L300,lane_0,553865.9861920917,4161924.487251421,300.0,50.0,True
427.0,UAM01,sf_sj_real,21350.0,L300,lane_0,553897.6671785845,4161885.8056481653,300.0,50.0,True
428.0,UAM01,sf_sj_real,21400.0,L300,lane_0,553929.4929545204,4161847.242453458,300.0,50.0,True
429.0,UAM01,sf_sj_real,21450.0,L300,lane_0,553961.3187304564,4161808.67925875,300.0,50.0,True
430.0,UAM01,sf_sj_real,21500.0,L300,lane_0,553993.1445063923,4161770.116064042,300.0,50.0,True
431.0,UAM01,sf_sj_real,21550.0,L300,lane_0,554024.6280472319,4161731.2746834937,300.0,50.0,True
432.0,UAM01,sf_sj_real,21600.0,L300,lane_0,554055.8761498966,4161692.241926995,300.0,50.0,True
433.0,UAM01,sf_sj_real,21650.0,L300,lane_0,554087.1242525614,4161653.209170497,300.0,50.0,True
434.0,UAM01,sf_sj_real,21700.0,L300,lane_0,554118.3723552261,4161614.1764139985,300.0,50.0,True
435.0,UAM01,sf_sj_real,21750.0,L300,lane_0,554149.0136863549,4161576.4502878343,300.0,50.0,True
436.0,UAM01,sf_sj_real,21800.0,L300,lane_0,554181.0016351339,4161538.021507826,300.0,50.0,True
437.0,UAM01,sf_sj_real,21850.0,L300,lane_0,554212.9895839129,4161499.592727818,300.0,50.0,True
438.0,UAM01,sf_sj_real,21900.0,L300,lane_0,554244.9775326919,4161461.16394781,300.0,50.0,True
439.0,UAM01,sf_sj_real,21950.0,L300,lane_0,554276.9654814709,4161422.735167802,300.0,50.0,True
440.0,UAM01,sf_sj_real,22000.0,L300,lane_0,554308.9534302499,4161384.3063877937,300.0,50.0,True
441.0,UAM01,sf_sj_real,22050.0,L300,lane_0,554340.941379029,4161345.8776077856,300.0,50.0,True
442.0,UAM01,sf_sj_real,22100.0,L300,lane_0,554374.3022442096,4161308.650453224,300.0,50.0,True
443.0,UAM01,sf_sj_real,22150.0,L300,lane_0,554408.1545829856,4161271.853453898,300.0,50.0,True
444.0,UAM01,sf_sj_real,22200.0,L300,lane_0,554444.6694818143,4161237.9133401588,300.0,50.0,True
445.0,UAM01,sf_sj_real,22250.0,L300,lane_0,554483.7561267011,4161206.732670001,300.0,50.0,True
446.0,UAM01,sf_sj_real,22300.0,L300,lane_0,554522.8427715881,4161175.5519998437,300.0,50.0,True
447.0,UAM01,sf_sj_real,22350.0,L300,lane_0,554562.3437017533,4161144.982914647,300.0,50.0,True
448.0,UAM01,sf_sj_real,22400.0,L300,lane_0,554605.798332668,4161120.2504450562,300.0,50.0,True
449.0,UAM01,sf_sj_real,22450.0,L300,lane_0,554649.2529635829,4161095.5179754654,300.0,50.0,True
450.0,UAM01,sf_sj_real,22500.0,L300,lane_0,554692.8571006671,4161071.0605896562,300.0,50.0,True
451.0,UAM01,sf_sj_real,22550.0,L300,lane_0,554737.2474977194,4161048.049882376,300.0,50.0,True
452.0,UAM01,sf_sj_real,22600.0,L300,lane_0,554781.6378947716,4161025.039175096,300.0,50.0,True
453.0,UAM01,sf_sj_real,22650.0,L300,lane_0,554826.028291824,4161002.0284678154,300.0,50.0,True
454.0,UAM01,sf_sj_real,22700.0,L300,lane_0,554870.4186888763,4160979.0177605352,300.0,50.0,True
455.0,UAM01,sf_sj_real,22750.0,L300,lane_0,554914.8090859286,4160956.007053255,300.0,50.0,True
456.0,UAM01,sf_sj_real,22800.0,L300,lane_0,554959.199482981,4160932.9963459745,300.0,50.0,True
457.0,UAM01,sf_sj_real,22850.0,L300,lane_0,555003.5898800333,4160909.9856386944,300.0,50.0,True
458.0,UAM01,sf_sj_real,22900.0,L300,lane_0,555047.9802770856,4160886.9749314142,300.0,50.0,True
459.0,UAM01,sf_sj_real,22950.0,L300,lane_0,555092.3706741378,4160863.964224134,300.0,50.0,True
460.0,UAM01,sf_sj_real,23000.0,L300,lane_0,555136.7610711902,4160840.9535168535,300.0,50.0,True
461.0,UAM01,sf_sj_real,23050.0,L300,lane_0,555181.1514682425,4160817.9428095734,300.0,50.0,True
462.0,UAM01,sf_sj_real,23100.0,L300,lane_0,555225.5418652948,4160794.9321022932,300.0,50.0,True
463.0,UAM01,sf_sj_real,23150.0,L300,lane_0,555269.9322623472,4160771.921395013,300.0,50.0,True
464.0,UAM01,sf_sj_real,23200.0,L300,lane_0,555314.2847051304,4160748.837718435,300.0,50.0,True
465.0,UAM01,sf_sj_real,23250.0,L300,lane_0,555358.6108084284,4160725.703402659,300.0,50.0,True
466.0,UAM01,sf_sj_real,23300.0,L300,lane_0,555402.9369117263,4160702.569086883,300.0,50.0,True
467.0,UAM01,sf_sj_real,23350.0,L300,lane_0,555447.2630150242,4160679.434771107,300.0,50.0,True
468.0,UAM01,sf_sj_real,23400.0,L300,lane_0,555491.5891183222,4160656.3004553313,300.0,50.0,True
469.0,UAM01,sf_sj_real,23450.0,L300,lane_0,555535.9152216202,4160633.1661395556,300.0,50.0,True
470.0,UAM01,sf_sj_real,23500.0,L300,lane_0,555580.2413249181,4160610.0318237795,300.0,50.0,True
471.0,UAM01,sf_sj_real,23550.0,L300,lane_0,555624.5674282161,4160586.8975080037,300.0,50.0,True
472.0,UAM01,sf_sj_real,23600.0,L300,lane_0,555668.8935315141,4160563.763192228,300.0,50.0,True
473.0,UAM01,sf_sj_real,23650.0,L300,lane_0,555713.2196348121,4160540.628876452,300.0,50.0,True
474.0,UAM01,sf_sj_real,23700.0,L300,lane_0,555757.54573811,4160517.494560676,300.0,50.0,True
475.0,UAM01,sf_sj_real,23750.0,L300,lane_0,555801.871841408,4160494.3602449,300.0,50.0,True
476.0,UAM01,sf_sj_real,23800.0,L300,lane_0,555846.2310798301,4160471.2895418974,300.0,50.0,True
477.0,UAM01,sf_sj_real,23850.0,L300,lane_0,555890.5943732188,4160448.2266236152,300.0,50.0,True
478.0,UAM01,sf_sj_real,23900.0,L300,lane_0,555934.9576666077,4160425.1637053327,300.0,50.0,True
479.0,UAM01,sf_sj_real,23950.0,L300,lane_0,555979.3209599965,4160402.1007870506,300.0,50.0,True
480.0,UAM01,sf_sj_real,24000.0,L300,lane_0,556023.6842533853,4160379.037868768,300.0,50.0,True
481.0,UAM01,sf_sj_real,24050.0,L300,lane_0,556068.0475467741,4160355.974950486,300.0,50.0,True
482.0,UAM01,sf_sj_real,24100.0,L300,lane_0,556112.4108401629,4160332.9120322033,300.0,50.0,True
483.0,UAM01,sf_sj_real,24150.0,L300,lane_0,556156.7741335517,4160309.849113921,300.0,50.0,True
484.0,UAM01,sf_sj_real,24200.0,L300,lane_0,556201.1374269405,4160286.7861956386,300.0,50.0,True
485.0,UAM01,sf_sj_real,24250.0,L300,lane_0,556245.5007203293,4160263.723277356,300.0,50.0,True
486.0,UAM01,sf_sj_real,24300.0,L300,lane_0,556289.448517576,4160240.071752887,300.0,50.0,True
487.0,UAM01,sf_sj_real,24350.0,L300,lane_0,556333.9248508607,4160217.22759001,300.0,50.0,True
488.0,UAM01,sf_sj_real,24400.0,L300,lane_0,556378.4011841454,4160194.3834271333,300.0,50.0,True
489.0,UAM01,sf_sj_real,24450.0,L300,lane_0,556422.8775174301,4160171.539264256,300.0,50.0,True
490.0,UAM01,sf_sj_real,24500.0,L300,lane_0,556467.3538507147,4160148.6951013794,300.0,50.0,True
491.0,UAM01,sf_sj_real,24550.0,L300,lane_0,556511.8301839995,4160125.8509385022,300.0,50.0,True
492.0,UAM01,sf_sj_real,24600.0,L300,lane_0,556556.3065172841,4160103.0067756255,300.0,50.0,True
493.0,UAM01,sf_sj_real,24650.0,L300,lane_0,556600.9503594608,4160080.4917449667,300.0,50.0,True
494.0,UAM01,sf_sj_real,24700.0,L300,lane_0,556645.5951229637,4160057.978524589,300.0,50.0,True
495.0,UAM01,sf_sj_real,24750.0,L300,lane_0,556690.2398864666,4160035.4653042117,300.0,50.0,True
496.0,UAM01,sf_sj_real,24800.0,L300,lane_0,556734.8846499695,4160012.952083834,300.0,50.0,True
497.0,UAM01,sf_sj_real,24850.0,L300,lane_0,556779.5294134724,4159990.4388634562,300.0,50.0,True
498.0,UAM01,sf_sj_real,24900.0,L300,lane_0,556824.1741769754,4159967.925643079,300.0,50.0,True
499.0,UAM01,sf_sj_real,24950.0,L300,lane_0,556868.365832851,4159944.5475885808,300.0,50.0,True
500.0,UAM01,sf_sj_real,25000.0,L300,lane_0,556912.289345005,4159920.657735503,300.0,50.0,True
501.0,UAM01,sf_sj_real,25050.0,L300,lane_0,556956.2128571587,4159896.7678824253,300.0,50.0,True
502.0,UAM01,sf_sj_real,25100.0,L300,lane_0,557000.1363693126,4159872.878029348,300.0,50.0,True
503.0,UAM01,sf_sj_real,25150.0,L300,lane_0,557044.0598814666,4159848.9881762704,300.0,50.0,True
504.0,UAM01,sf_sj_real,25200.0,L300,lane_0,557087.9833936205,4159825.0983231924,300.0,50.0,True
505.0,UAM01,sf_sj_real,25250.0,L300,lane_0,557132.2257658734,4159801.823395002,300.0,50.0,True
506.0,UAM01,sf_sj_real,25300.0,L300,lane_0,557177.0597419163,4159779.6893806304,300.0,50.0,True
507.0,UAM01,sf_sj_real,25350.0,L300,lane_0,557221.8937179589,4159757.555366259,300.0,50.0,True
508.0,UAM01,sf_sj_real,25400.0,L300,lane_0,557266.7276940016,4159735.4213518873,300.0,50.0,True
509.0,UAM01,sf_sj_real,25450.0,L300,lane_0,557311.5616700443,4159713.287337516,300.0,50.0,True
510.0,UAM01,sf_sj_real,25500.0,L300,lane_0,557355.965837654,4159690.318380901,300.0,50.0,True
511.0,UAM01,sf_sj_real,25550.0,L300,lane_0,557400.0303306141,4159666.6895751725,300.0,50.0,True
512.0,UAM01,sf_sj_real,25600.0,L300,lane_0,557444.0948235742,4159643.0607694434,300.0,50.0,True
513.0,UAM01,sf_sj_real,25650.0,L300,lane_0,557488.1593165343,4159619.431963715,300.0,50.0,True
514.0,UAM01,sf_sj_real,25700.0,L300,lane_0,557532.4671736062,4159596.26529378,300.0,50.0,True
515.0,UAM01,sf_sj_real,25750.0,L300,lane_0,557576.8813755818,4159573.3005672875,300.0,50.0,True
516.0,UAM01,sf_sj_real,25800.0,L300,lane_0,557621.2955775576,4159550.3358407957,300.0,50.0,True
517.0,UAM01,sf_sj_real,25850.0,L300,lane_0,557665.7097795333,4159527.3711143034,300.0,50.0,True
518.0,UAM01,sf_sj_real,25900.0,L300,lane_0,557710.123981509,4159504.406387811,300.0,50.0,True
519.0,UAM01,sf_sj_real,25950.0,L300,lane_0,557754.5381834848,4159481.441661319,300.0,50.0,True
520.0,UAM01,sf_sj_real,26000.0,L300,lane_0,557798.9523854605,4159458.476934827,300.0,50.0,True
521.0,UAM01,sf_sj_real,26050.0,L300,lane_0,557842.6714222525,4159435.0745789544,300.0,50.0,True
522.0,UAM01,sf_sj_real,26100.0,L300,lane_0,557887.3931341337,4159412.7147640046,300.0,50.0,True
523.0,UAM01,sf_sj_real,26150.0,L300,lane_0,557932.1252055159,4159390.375520735,300.0,50.0,True
524.0,UAM01,sf_sj_real,26200.0,L300,lane_0,557976.8572768981,4159368.0362774655,300.0,50.0,True
525.0,UAM01,sf_sj_real,26250.0,L300,lane_0,558021.5893482803,4159345.697034196,300.0,50.0,True
526.0,UAM01,sf_sj_real,26300.0,L300,lane_0,558065.9799883683,4159322.689703547,300.0,50.0,True
527.0,UAM01,sf_sj_real,26350.0,L300,lane_0,558110.2894679144,4159299.5235639815,300.0,50.0,True
528.0,UAM01,sf_sj_real,26400.0,L300,lane_0,558154.5989474604,4159276.357424416,300.0,50.0,True
529.0,UAM01,sf_sj_real,26450.0,L300,lane_0,558198.9084270064,4159253.1912848507,300.0,50.0,True
530.0,UAM01,sf_sj_real,26500.0,L300,lane_0,558243.0960048264,4159229.7940634647,300.0,50.0,True
531.0,UAM01,sf_sj_real,26550.0,L300,lane_0,558287.2335820382,4159206.302058913,300.0,50.0,True
532.0,UAM01,sf_sj_real,26600.0,L300,lane_0,558331.3711592501,4159182.810054361,300.0,50.0,True
533.0,UAM01,sf_sj_real,26650.0,L300,lane_0,558375.508736462,4159159.3180498094,300.0,50.0,True
534.0,UAM01,sf_sj_real,26700.0,L300,lane_0,558419.7389859111,4159136.001815893,300.0,50.0,True
535.0,UAM01,sf_sj_real,26750.0,L300,lane_0,558464.0590586031,4159112.855948949,300.0,50.0,True
536.0,UAM01,sf_sj_real,26800.0,L300,lane_0,558508.3791312951,4159089.7100820057,300.0,50.0,True
537.0,UAM01,sf_sj_real,26850.0,L300,lane_0,558552.6992039871,4159066.564215062,300.0,50.0,True
538.0,UAM01,sf_sj_real,26900.0,L300,lane_0,558597.0192766793,4159043.418348118,300.0,50.0,True
539.0,UAM01,sf_sj_real,26950.0,L300,lane_0,558641.3393493713,4159020.2724811747,300.0,50.0,True
